train_loss,accuracy,f1,epoch,created_at,val_loss
0.006674041505903006,1.0,1.0,3,2019-12-09 02:37:24.898435,
0.0032520091626793146,1.0,1.0,3,2019-12-09 02:37:29.295412,
0.002706213854253292,1.0,1.0,3,2019-12-09 02:37:33.823919,
0.00799312349408865,1.0,1.0,3,2019-12-09 02:37:38.324181,
0.003380222711712122,1.0,1.0,3,2019-12-09 02:37:42.861321,
0.002617574529722333,1.0,1.0,3,2019-12-09 02:37:47.405543,
0.02761366032063961,0.5,0.9766240157480315,3,2019-12-09 02:37:52.091908,
0.001547780935652554,1.0,1.0,3,2019-12-09 02:37:56.759891,
,,,3,2019-12-09 02:38:04.111801,0.04055861756205559
0.008270232006907463,1.0,1.0,4,2019-12-09 02:38:04.589075,
0.0037983274087309837,1.0,1.0,4,2019-12-09 02:38:09.571864,
0.004432763904333115,1.0,1.0,4,2019-12-09 02:38:14.351245,
0.012513416819274426,1.0,1.0,4,2019-12-09 02:38:18.971327,
0.0025329450145363808,1.0,1.0,4,2019-12-09 02:38:23.652611,
0.001730991993099451,1.0,1.0,4,2019-12-09 02:38:28.109501,
0.01124765444546938,1.0,1.0,4,2019-12-09 02:38:32.655252,
0.0017183870077133179,1.0,1.0,4,2019-12-09 02:38:37.134111,
,,,4,2019-12-09 02:38:43.953028,0.0433097742497921
0.01393546536564827,0.5,0.9766240157480315,5,2019-12-09 02:38:44.364611,
0.004440121818333864,1.0,1.0,5,2019-12-09 02:38:48.809026,
0.005297807045280933,1.0,1.0,5,2019-12-09 02:38:53.978717,
0.008308040909469128,1.0,1.0,5,2019-12-09 02:38:58.927059,
0.0014934242935851216,1.0,1.0,5,2019-12-09 02:39:03.747184,
0.005436700768768787,1.0,1.0,5,2019-12-09 02:39:08.296196,
0.0012519299052655697,1.0,1.0,5,2019-12-09 02:39:12.832683,
0.0018706752452999353,1.0,1.0,5,2019-12-09 02:39:17.314384,
,,,5,2019-12-09 02:39:24.132098,0.04413473978638649
0.04617973789572716,0.75,0.9818333333333332,6,2019-12-09 02:39:24.591934,
0.0010057484032586217,1.0,1.0,6,2019-12-09 02:39:29.317335,
0.0009594741859473288,1.0,1.0,6,2019-12-09 02:39:34.377566,
0.0014989172341302037,1.0,1.0,6,2019-12-09 02:39:39.450540,
0.0028162612579762936,1.0,1.0,6,2019-12-09 02:39:44.776304,
0.0015464257448911667,1.0,1.0,6,2019-12-09 02:39:50.406227,
0.0030933881644159555,1.0,1.0,6,2019-12-09 02:39:55.194410,
0.0011835574405267835,1.0,1.0,6,2019-12-09 02:39:59.818425,
,,,6,2019-12-09 02:40:07.269903,0.04448764771223068
0.001354370848275721,1.0,1.0,7,2019-12-09 02:40:07.766088,
0.0011212656972929835,1.0,1.0,7,2019-12-09 02:40:13.489537,
0.0011503287823870778,1.0,1.0,7,2019-12-09 02:40:18.773037,
0.0012526764767244458,1.0,1.0,7,2019-12-09 02:40:23.880133,
0.0013801604509353638,1.0,1.0,7,2019-12-09 02:40:28.704649,
0.0011683019110932946,1.0,1.0,7,2019-12-09 02:40:33.683255,
0.0010105211986228824,1.0,1.0,7,2019-12-09 02:40:38.323146,
0.0010822651674970984,1.0,1.0,7,2019-12-09 02:40:42.928713,
,,,7,2019-12-09 02:40:50.513846,0.053579945117235184
0.016076495870947838,0.5,0.9766240157480315,8,2019-12-09 02:40:50.966260,
0.0006898829014971852,1.0,1.0,8,2019-12-09 02:40:55.812685,
0.000798296881839633,1.0,1.0,8,2019-12-09 02:41:00.444875,
0.0007927464903332293,1.0,1.0,8,2019-12-09 02:41:05.132124,
0.000835870043374598,1.0,1.0,8,2019-12-09 02:41:10.083157,
0.002404426923021674,1.0,1.0,8,2019-12-09 02:41:14.920571,
0.0012111080577597022,1.0,1.0,8,2019-12-09 02:41:19.554619,
0.0005496957455761731,1.0,1.0,8,2019-12-09 02:41:24.114018,
,,,8,2019-12-09 02:41:31.572161,0.04870692640542984
0.0010771628003567457,1.0,1.0,9,2019-12-09 02:41:32.045427,
0.052007045596838,0.5,0.9766240157480315,9,2019-12-09 02:41:36.892449,
0.0009237710037268698,1.0,1.0,9,2019-12-09 02:41:42.287176,
0.0006506756180897355,1.0,1.0,9,2019-12-09 02:41:47.733142,
